9.999999999999920064e-01 3.653738113527219000e-01 2.619220737144522526e-01 1.067459641319750373e-02 6.326327930856488757e-02 7.132692907436055663e-02 1.580307611862437345e-01 1.872758344525007335e-01 2.404159409198905820e-02 1.691639085645327001e-01 1.763942262619057899e-01 3.374864554483488210e-01 2.130487173413845303e-01 2.196775524037126726e-01 8.450177316241826164e-02 1.984172474113118090e-01 2.590306949534164072e-01 4.174091045378199721e-02 8.920260206982855156e-02 1.641880804538538297e-01 8.192179482626184284e-02 1.713964388611396161e-01 1.159050689957230040e-01 1.184276599118656015e-01 4.256640109936160599e-02 1.127212957717754066e-01 9.807076607842241112e-02 1.433098172807269026e-02 1.745236717895527478e-01 2.142924349723696054e-01 7.697322002262822760e-02 3.244699563759511074e-01 1.370689963113216614e-01 1.703736257143067256e-01 3.404365383519944444e-01 1.665571066104997444e-01 1.066896720895933875e-01 1.974291379560966231e-01 5.045858267608923503e-02 2.710043549696575238e-01 1.234404699131154137e-01 1.536581999674577481e-01 1.142067637297660386e-02 1.968117884226992242e-01 3.104656027277442540e-02 1.256326726082784007e-01 3.458219028828829478e-02 3.023547252667243002e-01 1.636357316531008299e-01 4.135789686247950958e-01
3.653738113527219000e-01 9.999999999999996669e-01 1.252245649390299198e-01 1.438747353699064424e-01 7.514134303167040174e-02 8.525720846663230323e-02 9.762490715873184399e-02 1.219189275925736116e-01 1.292485379235716880e-01 3.448210534483599904e-02 2.106969815041489225e-01 6.885195288008948145e-02 2.798917005799537172e-01 9.997476323555810895e-02 1.903399456956448785e-02 8.592611474131583993e-02 2.346968699748580856e-01 2.474274356108410386e-02 7.396127780050636147e-02 2.069273963500949387e-01 1.337794052977797354e-01 2.595078440502831055e-02 1.444964101202685924e-01 1.497595060966836478e-01 7.982172888405314470e-02 1.014910147247131272e-01 8.778374407266122115e-02 1.064760696175101745e-01 8.689964354556806159e-02 3.181433646848503410e-02 3.067942270428547502e-01 9.946032822611251822e-02 1.521701169140906862e-01 4.575526717178729497e-02 1.026226674108236397e-01 1.503678946748315537e-01 7.811380438417603322e-02 7.095562215755833735e-02 1.632854423600379190e-01 2.438010723045579697e-01 1.054061455735047503e-01 3.821481270347164561e-01 7.348998033154362231e-02 1.627293335956743192e-01 9.893550806386890162e-02 1.583102316029339207e-01 6.616114750721502347e-02 1.324809900448338518e-01 5.183895276483471148e-01 3.277436244248652097e-01
2.619220737144522526e-01 1.252245649390299198e-01 1.000000000000001554e+00 2.034810721411786927e-01 1.778859455259090838e-01 4.866767286811361087e-02 6.275873559002320690e-02 6.289602623988038710e-01 3.165809009711048061e-01 1.688442528959772371e-01 2.627173871240919278e-01 2.578295377084271478e-01 1.557027121706677508e-01 2.785776709851777930e-02 3.278149301529235671e-01 1.477381109135201542e-01 2.413566131250940716e-01 1.530227842208427280e-01 5.618834119464287680e-01 6.692950993110681479e-02 3.854034775729844875e-01 3.128348760788642324e-01 1.276324493855917896e-01 4.038574292402781207e-01 1.685758665977391269e-01 4.623379285481715728e-02 9.347212167227621216e-02 2.021125566681633290e-01 1.349199372059797092e-02 1.949874159973147558e-01 6.406748360102763884e-02 2.227068289733956374e-01 1.105336267133927713e-01 5.237931990874471894e-02 2.266561225458277873e-01 2.155963574277810005e-02 3.136842705976825574e-01 7.174850954151076876e-02 2.042252971211572510e-01 2.128108006433606370e-01 1.207029857391653249e-01 1.149828364728697344e-01 2.201815180739048750e-01 9.983504826759599660e-02 1.961215744121028448e-01 9.138347209061496723e-02 8.281357458232861679e-02 1.187623218804053776e-01 1.692209755847926544e-01 5.881478802579620524e-02
1.067459641319750373e-02 1.438747353699064424e-01 2.034810721411786927e-01 9.999999999999952260e-01 1.231945332924317404e-01 1.401545424396438977e-01 1.189215237301884526e-01 1.183069104838390534e-01 4.687267453814737000e-02 1.210687222152037473e-01 2.253013366481505242e-01 7.667579121651253715e-02 8.250958101603370065e-02 4.510200812910595408e-02 2.865880934848846207e-01 1.688064194468456014e-01 1.937391691245590186e-01 1.522434244169499629e-01 2.872274597411841324e-01 1.260049856244199462e-01 9.757546382937309914e-02 1.340688179397178659e-01 2.622809959486790965e-01 1.283285936087236179e-01 2.054239016318116506e-01 4.963906447432828162e-02 1.406877275649354442e-01 2.750173269127551001e-01 7.463511815584109033e-02 1.432803631555829016e-01 2.133450105058603830e-01 4.159540693285854879e-02 7.721810994433282727e-02 8.663604807750029113e-02 1.966254756257564476e-02 1.561916072548380219e-01 3.070570580688551932e-01 1.579579861065427138e-01 3.026519480564528464e-01 1.632856146158908894e-01 4.146720137933735534e-02 2.759301042812914995e-01 6.855035346177917877e-02 1.637812535161031410e-02 1.769352414266013029e-01 5.378313093397366074e-02 1.972962403386898864e-02 1.277607674860027354e-01 8.950373923651128161e-02 8.711168807565643213e-02
6.326327930856488757e-02 7.514134303167040174e-02 1.778859455259090838e-01 1.231945332924317404e-01 1.000000000000001110e+00 1.034132770612580382e-01 4.523017792870744763e-02 1.297229844927792475e-01 1.347592320386496179e-01 1.148022536652377051e-01 2.165158261471537282e-01 7.573661760902287987e-02 2.739171554418008414e-01 1.364704679429532552e-01 1.009129445348507376e-01 1.282750522740149779e-01 2.523785118886080411e-03 1.615876912238690399e-01 5.272497304772899573e-02 1.131925898691456128e-01 1.749584408804940316e-01 1.903566082951358152e-01 7.480251817942167036e-02 5.679948243220548365e-01 2.558156932768927416e-01 1.198265598616004603e-02 8.855753441280704574e-02 1.177712708107083867e-01 1.665568346067965722e-01 5.300145957787173456e-01 3.721578829213781359e-02 2.573822267412770315e-01 1.212239604485739752e-01 2.146449948441244981e-01 1.954725695708110778e-01 1.113014847548953745e-01 1.403325617549797399e-01 1.038845150916350990e-01 1.345414628928847389e-01 9.210343551368661841e-02 3.371320589792172612e-02 1.485558058624714649e-02 4.847152014897821437e-01 6.695488020114125083e-02 2.201501827462166438e-01 1.439657100392436051e-01 8.839165265296800023e-02 1.279898701219774615e-01 1.021067007487448663e-02 1.812006959989898858e-01
7.132692907436055663e-02 8.525720846663230323e-02 4.866767286811361087e-02 1.401545424396438977e-01 1.034132770612580382e-01 1.000000000000013101e+00 3.159366769930507246e-01 6.107643811408944995e-02 5.897592682549990944e-02 2.515801819469243861e-01 1.136217075004221227e-01 1.298583577851438464e-01 1.212104841369855829e-01 2.055361028591653205e-01 3.105839069955466658e-01 6.206088702402676183e-02 1.040156230123297498e-01 1.708930079265106039e-01 3.476976755978829492e-01 3.632855644754887092e-01 1.127166021715142880e-01 1.601382884873253920e-01 3.196825605545762783e-01 1.099260856502466549e-01 8.349915700739996005e-02 9.431681684103909724e-02 2.774806939677652018e-01 3.171122173159230395e-01 6.380644960885852035e-02 4.393235014695118235e-02 2.022553691304721790e-01 3.191403352184856157e-01 2.863689454502830745e-01 2.046649030028267202e-01 1.593720052201800796e-01 4.276798289070143227e-02 1.625948709090379862e-01 3.315914966250377849e-01 9.822467184402278173e-02 1.081826219130603423e-01 9.880745987692947374e-02 1.060939126785514081e-01 1.872837954748779454e-01 6.299687571725844093e-02 1.229679958129225731e-01 1.163771498282019506e-01 6.233528029699827999e-02 2.488563996252926014e-01 1.532988422872152978e-01 6.029200913473364148e-02
1.580307611862437345e-01 9.762490715873184399e-02 6.275873559002320690e-02 1.189215237301884526e-01 4.523017792870744763e-02 3.159366769930507246e-01 9.999999999999973355e-01 9.644864526587486331e-02 1.873162190902908641e-01 6.977311227601989962e-02 5.125860103362749748e-02 1.668529471414385013e-01 2.119439348777520105e-01 6.551998398597960738e-02 2.043626766058013466e-01 1.729542966245095903e-01 1.181991998196704891e-01 8.071811297566398868e-02 1.400238453337874500e-01 5.507401916105369305e-02 3.953732886022622711e-02 9.284176313394727764e-02 3.174211122984209044e-01 8.754382382815996400e-02 2.710641673616538960e-01 2.066352554559508226e-01 2.687954814538064396e-01 2.761670271908326924e-01 5.929307308196484806e-03 1.047769395083396199e-01 7.492657577934769275e-02 8.744221952113966079e-02 2.039846865593857306e-01 9.798022793714587786e-02 2.998298690708775527e-01 1.647215614943876860e-01 1.623727039662487825e-01 6.333420248869010838e-02 1.672593504078946358e-01 5.169342792932987707e-02 3.762787227910507348e-01 4.085384136453900500e-02 2.110093372482585786e-02 6.472762167524322152e-02 3.750217998839288497e-02 1.255137632491841460e-01 1.013488431817338858e-01 1.913932940589571086e-01 2.236330587052269558e-01 9.946611496501227279e-02
1.872758344525007335e-01 1.219189275925736116e-01 6.289602623988038710e-01 1.183069104838390534e-01 1.297229844927792475e-01 6.107643811408944995e-02 9.644864526587486331e-02 1.000000000000003109e+00 2.538386473776857999e-01 1.108946109047530687e-01 2.963387180165761303e-01 1.870145280838433344e-01 1.213357536992953484e-01 6.102547530530941927e-02 2.683772167295767064e-01 1.699706609838227411e-01 3.314803628326647433e-01 2.147860964579632048e-01 3.353242279220880473e-01 1.623845063477294057e-02 2.351928547863482433e-01 2.779068883298281833e-01 1.060626704640441065e-01 3.179122006764328323e-01 5.401411284273651553e-02 1.116858015744742610e-01 1.814718825300975710e-02 9.104696525621143455e-02 5.455114290040127129e-02 1.709676693162114625e-01 1.794205137048488219e-01 1.112658178219680938e-01 1.445822540096374509e-01 4.787389989991300970e-02 2.030411409425136871e-01 6.638824455986085116e-02 1.365446964587986312e-01 2.154676515769461398e-01 2.752588688938601424e-01 1.044892089791194384e-01 1.834572182400925067e-01 5.866887645895435544e-02 2.011162035420752670e-01 7.275000278904859841e-02 1.564295499894055863e-01 2.655774097719384441e-01 7.763022126276608592e-02 3.147356491375117304e-01 2.477911562089328557e-01 8.026943232614368318e-02
2.404159409198905820e-02 1.292485379235716880e-01 3.165809009711048061e-01 4.687267453814737000e-02 1.347592320386496179e-01 5.897592682549990944e-02 1.873162190902908641e-01 2.538386473776857999e-01 1.000000000000000888e+00 6.094955795197762316e-02 2.461585790411046915e-01 1.655586462108575574e-01 2.148179650693117504e-01 1.886369607383202585e-01 2.248893602242102163e-01 6.452730516378542280e-02 1.033942539245233938e-01 7.154182292214648908e-02 1.943428562184160713e-01 3.636397671962098704e-02 4.328802887905094932e-01 2.610928706811436739e-01 1.917130374927344949e-01 1.579743968974440804e-01 5.197500601470000925e-02 5.758520530954789468e-02 1.973210736190109948e-01 3.967405756159800845e-01 1.526296070057493459e-01 2.205537824879484632e-01 7.953869473539872809e-03 7.150644420060352224e-02 1.259418479369559529e-01 1.034455635501087545e-01 9.638396931270985790e-02 6.931197638915126413e-02 8.200794973527243681e-02 1.454506285105638952e-01 1.622480746320534573e-01 2.261984001265796296e-01 1.139452691537087836e-01 6.219512894273395570e-02 2.747806220574076641e-01 3.455273666534589005e-01 1.533007268786995281e-01 6.407453383499989163e-02 3.339787497777382819e-01 1.773044088684162245e-01 6.348359018330657078e-02 1.757214902866580664e-01
1.691639085645327001e-01 3.448210534483599904e-02 1.688442528959772371e-01 1.210687222152037473e-01 1.148022536652377051e-01 2.515801819469243861e-01 6.977311227601989962e-02 1.108946109047530687e-01 6.094955795197762316e-02 9.999999999999973355e-01 1.062455321190347163e-01 2.358717867104459520e-02 7.890909636349120737e-02 7.899999344270347557e-02 2.929393856047737832e-01 4.372196187406523493e-01 4.134351862664773641e-02 1.666193977471681631e-01 2.257363173977696702e-01 1.225018788021220439e-01 4.380176678028975257e-01 7.632564630112774473e-02 7.486407734415963244e-02 4.136807004844056390e-02 3.196823206377847892e-01 8.342772383163837846e-02 9.779502318555510776e-02 1.085991696153371100e-01 1.113106735561391475e-01 4.487039229885358971e-03 1.219562487822159619e-01 1.751387644890163922e-02 2.405144033833307160e-01 1.724472645687620265e-01 2.046738182744273493e-01 5.917145610747852856e-03 2.245148319535492654e-01 1.663496549912476807e-01 2.419256704362622579e-02 3.164863787400286066e-01 2.504632050328300941e-01 1.124033224461481462e-01 2.451747879870583569e-01 8.532009843461176024e-02 4.176396120994064348e-02 3.754362757111662230e-02 2.471044333307416963e-01 2.710753736893523613e-01 2.895470530089326935e-02 2.424911455227643786e-01
