9.999998951709959671e-01	2.148561274459689363e-01	1.120067495925181067e-01	4.115890254819620786e-03	2.847411998722049198e-02	3.297117660305393105e-02	7.563067117911348447e-02	8.763603505803607696e-02	1.701885972206196307e-02	1.032198712488906489e-01	8.419630609573258706e-02	1.398009073868008434e-01	1.175581573072582708e-01	1.523028359404910992e-01	3.910090819598688316e-02	1.163419198694028989e-01	1.081712773787569803e-01	1.940590050354062956e-02	3.763639830422094157e-02	1.048257401689842716e-01	4.286101405816711285e-02	7.006940357021151922e-02	5.797139800500561435e-02	4.447224855812670352e-02	1.681088687146192751e-02	4.876314901023048876e-02	4.942068453308623432e-02	5.833163051545131594e-03	9.473652762115103432e-02	1.124347732418683465e-01	4.196928124685894712e-02	1.461381186327326276e-01	9.229353239325521763e-02	1.179838921789779782e-01	1.584164687224576262e-01	8.341779988752295871e-02	5.645648934339941860e-02	1.100653890662004475e-01	2.895793904784094153e-02	1.471468019901875923e-01	7.746965207802136710e-02	7.997624763115940283e-02	5.365472400717052892e-03	8.470545683709540530e-02	1.839980539490371214e-02	6.711297389710835226e-02	1.856806217230821954e-02	1.517937943821581204e-01	1.109574846709702189e-01	2.585702299799069737e-01
2.148561274459689363e-01	9.999999686951093203e-01	4.329644816629341086e-02	5.637907348307480415e-02	3.798851196896091409e-02	4.877884745900584740e-02	5.810440456501142492e-02	4.446149712805658183e-02	4.905064078364962388e-02	2.097311187367878471e-02	1.012417277314389130e-01	3.864236618317962169e-02	1.767909779892740119e-01	4.594706611373233773e-02	7.726083079682921628e-03	5.509738954480869477e-02	9.398138161536329083e-02	8.675001023800144040e-03	2.773233853152479167e-02	1.299962570648210969e-01	5.429013026849538459e-02	1.679739729197082809e-02	6.611326525472527305e-02	5.545876705819940966e-02	6.275681049854997529e-02	5.553707248751138525e-02	4.182492192040621060e-02	4.676255600882472940e-02	6.384653833586262373e-02	1.972641581182210668e-02	1.814059840866441009e-01	5.103650169270979031e-02	9.206663376207324667e-02	3.312038944449979816e-02	6.339303157354314600e-02	1.138358267990822181e-01	3.737885053613076991e-02	4.477180011490400346e-02	9.340470213068119421e-02	1.143426919122354501e-01	5.027765738880685120e-02	2.254903761433322273e-01	2.830442205086802776e-02	6.824716314633161307e-02	6.993546083108714839e-02	1.191310545939914256e-01	2.442150993488134691e-02	6.515581695494687686e-02	3.297449449202576321e-01	1.489884229598273935e-01
1.120067495925181067e-01	4.329644816629341086e-02	nan	1.413046495440883898e-01	7.820846589786190073e-02	1.916913408165554777e-02	4.207201447562580743e-02	4.181553563530747697e-01	2.142555758825184231e-01	7.154201644748958699e-02	2.004183954170126736e-01	1.098078443260095405e-01	6.689037619661797329e-02	1.206839350308652747e-02	2.704492740888686519e-01	5.759254554070802889e-02	1.380542556084166650e-01	7.806648710996200169e-02	3.599935865106842492e-01	2.884984766243026133e-02	2.151482574333365427e-01	2.078285255828945521e-01	7.698931637260497673e-02	2.184060360189621353e-01	7.451928114870587372e-02	2.216441281735681557e-02	3.895025452508382724e-02	1.447178063229221934e-01	5.107061688694680690e-03	7.640328868164958376e-02	3.826665935151007947e-02	1.133147722472473973e-01	8.057554469241845485e-02	2.351731068769324917e-02	1.390442229478000558e-01	1.085480570751329310e-02	1.373677695761561512e-01	4.258915747278224639e-02	1.418361916289843094e-01	1.047109693158564392e-01	7.901488851620686038e-02	6.775977329658533499e-02	1.400907370504606009e-01	5.718351827423595601e-02	1.204794522651696509e-01	3.778814333358093691e-02	5.165330779339660783e-02	5.141560083806606674e-02	1.028466276979723704e-01	2.621679573349322556e-02
4.115890254819620786e-03	5.637907348307480415e-02	1.413046495440883898e-01	9.999999272426964847e-01	7.723358839455030100e-02	6.477676919749375539e-02	5.401480049840923225e-02	9.207709553798548718e-02	3.377347523962714870e-02	7.722667355333245887e-02	1.188409633106649599e-01	3.841066526325753738e-02	5.375419246814927554e-02	1.679353903080293975e-02	1.946708889526402864e-01	7.691905310734992174e-02	9.039475755308867821e-02	6.437256797606660808e-02	2.103740108274374521e-01	7.065499087213844565e-02	7.025363734130440907e-02	6.973329395967597932e-02	1.309020043395756616e-01	4.802169103235021108e-02	1.560195672610373840e-01	3.603688306641528172e-02	6.660877748179883096e-02	1.431140395341775617e-01	3.363783740267212163e-02	8.172422592189654278e-02	1.257950547825611443e-01	1.654812425673235499e-02	4.681672988241591948e-02	4.158649918678414270e-02	7.227428268570146308e-03	7.338604761121292341e-02	1.714382268564970113e-01	1.216514737016817227e-01	1.985645485931860632e-01	9.137326574553161773e-02	2.581012250122571849e-02	1.079798629679107336e-01	2.661053789426115479e-02	7.414574671155804708e-03	7.416600381304871981e-02	3.140245559523135999e-02	9.690610936604504566e-03	7.258787300776325946e-02	3.782954829138318598e-02	4.976986048743636815e-02
2.847411998722049198e-02	3.798851196896091409e-02	7.820846589786190073e-02	7.723358839455030100e-02	nan	6.152450599893866112e-02	1.849062761247532993e-02	6.298806768718367977e-02	6.726064584893576281e-02	4.639539524955138550e-02	1.109211496458365476e-01	3.044271661159625442e-02	1.471968777893801761e-01	6.044020896705804002e-02	3.838318962343578722e-02	9.631686674299477779e-02	9.019958545400941219e-04	1.090765199476001479e-01	1.987887282314593218e-02	5.600386167327031650e-02	5.898359324201940534e-02	1.050578034742836175e-01	3.435488183211066193e-02	4.029056236526932233e-01	1.916168858138506126e-01	7.149873440293053051e-03	5.105338655867430742e-02	5.068690294866895485e-02	8.424805229283272023e-02	2.695704265684248924e-01	1.543519648946112266e-02	1.171037035988495845e-01	5.308439804875431101e-02	1.096110727302449517e-01	1.476098618298343768e-01	7.235107389564776614e-02	7.815040990063248927e-02	6.457230998693730406e-02	6.744523438040295193e-02	3.238363019374856933e-02	2.212443667968000405e-02	5.976273355185357516e-03	2.790770960755313279e-01	3.883720709626625744e-02	1.528517916899420070e-01	9.890075252095165137e-02	4.798193755110768954e-02	5.163662038429683854e-02	5.422599827391794136e-03	8.328467584873200380e-02
3.297117660305393105e-02	4.877884745900584740e-02	1.916913408165554777e-02	6.477676919749375539e-02	6.152450599893866112e-02	nan	2.088017028743696102e-01	2.618915238456254180e-02	3.733700705049058932e-02	9.628208037823360321e-02	6.560405687460701962e-02	8.536800018690438030e-02	5.153094166234473139e-02	1.037026416817242724e-01	1.400289161680744465e-01	2.513479318144995478e-02	7.514856143289816437e-02	8.240589911078255447e-02	1.522920453443191713e-01	1.789096277174686556e-01	5.820050063319115452e-02	8.052237853067900630e-02	1.703048185650222202e-01	5.159907226257887114e-02	5.426137660987073730e-02	3.608433629671137233e-02	1.859303457512494484e-01	1.826349865244204507e-01	3.174647996406265715e-02	2.783461620740579345e-02	9.438366180031221297e-02	1.810036259283538396e-01	1.603270935246527973e-01	7.728044091420105399e-02	9.819288887471544491e-02	2.001891054807491965e-02	8.898304161700942849e-02	1.750609217015497432e-01	5.867514134175189078e-02	4.332292963542172526e-02	5.029953196265146698e-02	4.533646899847476597e-02	9.030434351614635702e-02	3.631752798243248481e-02	5.408866132263800974e-02	4.490486556127959439e-02	2.708484518398435181e-02	1.214473989126536591e-01	6.465080300850400974e-02	3.969572719524194770e-02
7.563067117911348447e-02	5.810440456501142492e-02	4.207201447562580743e-02	5.401480049840923225e-02	1.849062761247532993e-02	2.088017028743696102e-01	9.999999600410284240e-01	5.069757630370841373e-02	1.255298711594785566e-01	2.981881534562969005e-02	2.110101856332824433e-02	1.229766592034208239e-01	9.975885610714252394e-02	3.870593644690267787e-02	1.013616553188102509e-01	9.683324637378032396e-02	4.910887993276835672e-02	3.766795875450035247e-02	9.934032859332753151e-02	2.595755138814703766e-02	2.612216696342539723e-02	6.035085257675143477e-02	2.166690983710899410e-01	3.796644155640183094e-02	1.205208034003207862e-01	9.497418140021385291e-02	1.760860555431326135e-01	1.829027745580691366e-01	2.199690408876686654e-03	6.036202206807705917e-02	3.451056071815228332e-02	4.178271340470152140e-02	1.514163920261965002e-01	4.802197879389802360e-02	1.282195475246756811e-01	6.864852972525947727e-02	1.017567758699523539e-01	3.651289783185651672e-02	1.114674634698235023e-01	2.391019834643004494e-02	2.377842587628165028e-01	2.188361740393951482e-02	8.648560426333107287e-03	3.839909407756891824e-02	2.098570974075175677e-02	5.618210495363740176e-02	4.138765014661860420e-02	8.007032765106980587e-02	1.130198429902158352e-01	4.476961366762355343e-02
8.763603505803607696e-02	4.446149712805658183e-02	4.181553563530747697e-01	9.207709553798548718e-02	6.298806768718367977e-02	2.618915238456254180e-02	5.069757630370841373e-02	nan	1.392080369425772179e-01	3.443610883342373974e-02	2.105097178300867622e-01	8.253228727411865417e-02	5.406800296497638048e-02	3.692947804246859977e-02	1.817012763195501313e-01	7.870801948101446843e-02	1.969862951415434216e-01	1.245344091554004828e-01	2.519732561593388542e-01	7.268691801791793416e-03	9.583825353475727837e-02	2.104763451502243976e-01	7.268779022438809356e-02	1.740391862310984861e-01	2.048920735363757295e-02	5.511558692334239673e-02	7.369569080689086782e-03	6.181170618303044595e-02	2.751171622927839344e-02	7.067014297169615933e-02	9.329673887656708686e-02	6.908247826196467489e-02	1.040277972618727231e-01	3.849727128063851200e-02	1.289213672829967461e-01	2.908998164807607978e-02	7.338930990879355409e-02	8.710805651144482020e-02	1.675587870309377392e-01	3.919345352357705980e-02	1.300690461986037105e-01	3.365644169373749328e-02	1.277527844493189235e-01	3.476255007767659055e-02	1.107762124653469682e-01	1.104388067030371845e-01	3.455916416559823290e-02	1.356834221214384684e-01	1.367226937679283383e-01	3.537224751729683980e-02
1.701885972206196307e-02	4.905064078364962388e-02	2.142555758825184231e-01	3.377347523962714870e-02	6.726064584893576281e-02	3.733700705049058932e-02	1.255298711594785566e-01	1.392080369425772179e-01	9.999999884784914750e-01	3.712833326380382548e-02	1.323131196837941115e-01	1.065285953461668766e-01	1.026689644616890495e-01	9.820098150689005045e-02	1.760426066852194271e-01	3.265327064405199042e-02	4.138921236772452605e-02	4.657633656940796119e-02	1.343993970558247097e-01	2.399682061025165680e-02	2.557608277056740986e-01	1.679904475714382173e-01	1.107995430812106497e-01	1.142045714837959247e-01	1.897453583239350206e-02	2.450032768439158737e-02	9.294769543587988458e-02	2.730823928669253720e-01	7.966916771922927243e-02	1.239460823656889366e-01	3.063014496414107057e-03	3.220456628289114498e-02	8.552327183599828242e-02	4.473696845185481941e-02	7.081414381145512138e-02	4.102638140317127480e-02	3.179390290127959151e-02	8.173728989325979022e-02	9.257798363076774617e-02	1.196638601691255577e-01	7.575947745862676719e-02	3.646055415245663678e-02	1.706730156270296339e-01	2.036704955729765620e-01	1.109961211663075265e-01	4.155693776813806917e-02	1.775310743792017920e-01	8.981626347463622650e-02	3.646793345058618740e-02	9.357120365446291999e-02
1.032198712488906489e-01	2.097311187367878471e-02	7.154201644748958699e-02	7.722667355333245887e-02	4.639539524955138550e-02	9.628208037823360321e-02	2.981881534562969005e-02	3.443610883342373974e-02	3.712833326380382548e-02	9.999999453328733967e-01	4.773652480348700156e-02	8.439529021907588024e-03	3.774458925738077841e-02	5.509918674348768253e-02	1.319682740198592219e-01	2.587610472919535942e-01	1.909153811192232375e-02	9.376185564816630347e-02	7.628844098620601866e-02	7.247552387910016769e-02	2.486422686593400266e-01	3.117079243634723884e-02	3.774567168186082622e-02	1.641780353704858086e-02	1.810298563127953342e-01	4.193589794853669339e-02	4.978094123006093774e-02	6.017942197246961555e-02	7.868318239933191904e-02	1.553996351534747689e-03	5.409106232680638282e-02	8.553241281486489989e-03	9.673263537069876072e-02	8.342578584223869775e-02	8.638526603366891710e-02	2.415755951895359743e-03	1.055165105383596424e-01	9.671055202823763963e-02	8.802924380785781544e-03	2.699636399332594472e-01	1.372804853971598682e-01	5.176082530149794803e-02	1.052632026497176687e-01	5.915919481291165294e-02	1.988510050102032523e-02	2.340988874823968224e-02	1.646360775133571819e-01	2.208144766522246449e-01	1.048765333898238339e-02	1.750031069594836231e-01
